"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
"1064";33;"bcol";"marr";"prim";"no";1165;"yes";"no";21;"may";420;2;-1;0;"unk";"no"
"1065";30;"serv";"div";"sec";"no";-95;"yes";"no";28;"may";213;1;-1;0;"unk";"no"
"1067";38;"tech";"marr";"sec";"no";74;"no";"no";7;"aug";259;3;-1;0;"unk";"no"
"1068";44;"mana";"marr";"sec";"no";8262;"yes";"no";23;"jul";201;16;-1;0;"unk";"no"
"1069";39;"adm";"sing";"sec";"no";14;"yes";"yes";13;"may";19;9;-1;0;"unk";"no"
"1070";45;"tech";"sing";"unk";"no";718;"yes";"yes";18;"nov";53;1;172;3;"fail";"no"
"1071";36;"bcol";"marr";"sec";"no";149;"yes";"no";14;"may";224;4;-1;0;"unk";"yes"
"1073";36;"hous";"marr";"sec";"no";419;"yes";"no";30;"may";251;1;-1;0;"unk";"no"
"1074";30;"mana";"sing";"ter";"no";726;"yes";"no";16;"apr";39;1;342;3;"fail";"no"
"1075";28;"tech";"div";"ter";"no";594;"yes";"yes";18;"jun";54;3;-1;0;"unk";"no"
"1076";26;"unem";"marr";"ter";"no";454;"yes";"yes";23;"may";28;18;-1;0;"unk";"no"
"1077";54;"unk";"marr";"sec";"no";226;"no";"no";12;"nov";104;1;99;2;"oth";"yes"
"1078";38;"adm";"marr";"ter";"no";1988;"no";"no";27;"mar";164;2;130;2;"fail";"yes"
"1080";50;"adm";"div";"sec";"no";22;"no";"yes";17;"nov";148;1;-1;0;"unk";"no"
"1081";43;"bcol";"marr";"sec";"no";667;"yes";"no";7;"may";228;3;-1;0;"unk";"no"
"1082";48;"adm";"marr";"sec";"no";112;"no";"no";18;"aug";139;5;-1;0;"unk";"no"
"1083";57;"hous";"marr";"prim";"no";5;"no";"no";18;"aug";89;3;-1;0;"unk";"no"
"1084";64;"hous";"marr";"prim";"no";768;"no";"no";15;"jul";250;2;182;1;"suc";"no"
"1085";26;"serv";"div";"sec";"no";74;"yes";"no";23;"may";106;6;-1;0;"unk";"no"
"1086";33;"bcol";"marr";"sec";"no";661;"yes";"no";18;"jul";968;1;-1;0;"unk";"yes"
"1087";50;"semp";"marr";"sec";"no";325;"no";"yes";6;"aug";168;3;-1;0;"unk";"no"
"1088";47;"semp";"marr";"ter";"no";751;"no";"no";24;"jul";408;14;-1;0;"unk";"no"
"1089";39;"mana";"sing";"ter";"no";416;"no";"no";23;"oct";56;4;-1;0;"unk";"no"
"1090";52;"serv";"marr";"prim";"no";14;"no";"yes";28;"jul";55;5;-1;0;"unk";"no"
"1091";31;"bcol";"sing";"prim";"no";-52;"yes";"no";29;"may";76;4;-1;0;"unk";"no"
"1093";47;"tech";"marr";"sec";"no";599;"yes";"no";13;"aug";99;3;-1;0;"unk";"no"
"1094";30;"mana";"sing";"ter";"no";-218;"yes";"no";27;"aug";13;15;-1;0;"unk";"no"
"1095";32;"tech";"sing";"ter";"no";112;"no";"no";14;"apr";178;1;-1;0;"unk";"no"
"1096";36;"tech";"marr";"sec";"no";3;"no";"no";9;"jun";287;1;-1;0;"unk";"no"
"1097";46;"tech";"marr";"ter";"no";217;"yes";"no";14;"may";141;1;346;2;"oth";"no"
"1098";45;"mana";"div";"ter";"no";296;"no";"no";21;"nov";127;1;100;2;"fail";"no"
"1100";58;"hous";"marr";"prim";"no";5278;"yes";"no";4;"jun";763;4;-1;0;"unk";"no"
"1101";59;"mana";"marr";"ter";"no";1831;"no";"no";17;"feb";122;1;92;1;"fail";"no"
"1102";28;"mana";"marr";"ter";"no";148;"yes";"no";18;"may";143;1;-1;0;"unk";"no"
"1103";48;"mana";"marr";"ter";"no";7289;"yes";"no";2;"feb";316;3;-1;0;"unk";"no"
"1104";55;"bcol";"marr";"unk";"no";1665;"no";"no";30;"jul";89;2;-1;0;"unk";"no"
"1105";37;"bcol";"sing";"prim";"no";851;"yes";"no";15;"may";151;1;352;1;"fail";"no"
"1106";41;"mana";"marr";"ter";"no";2885;"no";"no";19;"nov";40;1;-1;0;"unk";"no"
"1107";51;"bcol";"marr";"sec";"no";137;"no";"yes";4;"oct";5;1;808;12;"fail";"no"
"1108";32;"bcol";"sing";"sec";"no";1239;"yes";"no";18;"jul";90;1;-1;0;"unk";"no"
"1109";43;"mana";"sing";"ter";"no";146;"no";"no";21;"nov";50;1;113;5;"oth";"no"
"1110";59;"tech";"marr";"sec";"no";1;"no";"no";15;"apr";159;2;378;3;"fail";"yes"
"1111";50;"bcol";"div";"prim";"no";-1;"no";"yes";10;"jul";369;6;-1;0;"unk";"no"
"1112";37;"tech";"marr";"sec";"no";48;"no";"no";22;"oct";344;2;182;8;"oth";"yes"
"1113";58;"tech";"marr";"sec";"no";2789;"yes";"no";4;"sep";256;2;94;1;"fail";"no"
"1114";50;"tech";"sing";"sec";"no";3897;"no";"no";26;"oct";298;1;-1;0;"unk";"no"
"1115";36;"tech";"div";"sec";"no";487;"no";"yes";11;"aug";268;3;-1;0;"unk";"no"
"1116";41;"adm";"marr";"sec";"no";511;"yes";"no";13;"apr";231;1;-1;0;"unk";"no"
"1117";28;"mana";"marr";"ter";"no";318;"yes";"no";27;"may";4;4;-1;0;"unk";"no"
"1118";42;"tech";"sing";"ter";"no";-411;"yes";"no";12;"may";78;5;292;3;"fail";"no"
"1119";60;"ret";"marr";"sec";"no";482;"no";"no";5;"jun";419;1;-1;0;"unk";"no"
"1120";28;"mana";"sing";"ter";"no";4937;"yes";"no";13;"may";421;3;-1;0;"unk";"no"
"1121";48;"ent";"marr";"sec";"no";725;"no";"yes";10;"jul";105;1;-1;0;"unk";"no"
"1122";51;"ent";"marr";"ter";"no";543;"no";"no";6;"jun";42;1;-1;0;"unk";"no"
"1123";32;"tech";"marr";"ter";"no";489;"no";"no";26;"may";114;7;287;3;"fail";"no"
"1124";31;"tech";"marr";"ter";"no";188;"no";"no";26;"aug";286;2;-1;0;"unk";"no"
"1125";37;"tech";"marr";"unk";"no";189;"no";"no";1;"oct";238;1;107;2;"suc";"yes"
"1126";38;"bcol";"div";"sec";"no";2998;"yes";"no";11;"jun";91;1;-1;0;"unk";"no"
"1127";37;"ret";"marr";"sec";"no";61;"no";"no";13;"aug";766;3;-1;0;"unk";"no"
"1128";32;"mana";"sing";"unk";"no";787;"no";"no";28;"jan";92;1;-1;0;"unk";"no"
"1129";43;"tech";"div";"sec";"no";167;"no";"no";4;"aug";211;3;-1;0;"unk";"no"
"1130";36;"mana";"sing";"ter";"no";243;"yes";"no";7;"may";160;2;360;3;"fail";"no"
"1131";29;"mana";"marr";"ter";"no";877;"no";"no";3;"feb";166;3;-1;0;"unk";"no"
"1132";32;"adm";"sing";"sec";"no";2817;"yes";"no";21;"nov";195;1;-1;0;"unk";"no"
"1133";41;"mana";"div";"ter";"no";4567;"yes";"yes";16;"jul";106;1;-1;0;"unk";"no"
"1134";26;"serv";"sing";"sec";"no";127;"yes";"yes";23;"jul";85;3;-1;0;"unk";"no"
"1135";60;"bcol";"marr";"prim";"no";176;"no";"no";24;"jul";78;1;-1;0;"unk";"no"
"1137";36;"serv";"sing";"sec";"no";1482;"yes";"no";18;"nov";177;2;174;1;"oth";"no"
"1138";42;"bcol";"marr";"sec";"no";352;"yes";"no";27;"may";32;1;-1;0;"unk";"no"
"1139";50;"tech";"div";"sec";"no";56;"no";"no";29;"aug";24;12;-1;0;"unk";"no"
"1140";52;"ent";"div";"prim";"no";278;"yes";"no";7;"may";688;2;-1;0;"unk";"no"
"1141";36;"mana";"sing";"ter";"no";3875;"yes";"no";27;"may";21;5;-1;0;"unk";"no"
"1142";46;"tech";"marr";"sec";"no";-337;"yes";"no";27;"may";112;1;-1;0;"unk";"no"
"1143";60;"mana";"div";"ter";"no";366;"no";"no";3;"jun";593;1;-1;0;"unk";"yes"
"1144";57;"hous";"marr";"prim";"no";51;"yes";"yes";7;"aug";59;2;-1;0;"unk";"no"
"1145";48;"mana";"marr";"ter";"no";998;"yes";"no";29;"jan";121;3;-1;0;"unk";"no"
"1147";39;"mana";"marr";"ter";"no";246;"no";"no";11;"aug";86;2;-1;0;"unk";"no"
"1148";44;"bcol";"marr";"sec";"no";-182;"yes";"yes";14;"may";10;10;-1;0;"unk";"no"
"1149";27;"mana";"sing";"ter";"no";446;"no";"no";23;"jun";205;3;-1;0;"unk";"no"
"1150";59;"ret";"marr";"sec";"no";1173;"no";"no";9;"jun";77;2;-1;0;"unk";"no"
"1151";36;"tech";"div";"sec";"no";5957;"yes";"no";18;"nov";138;2;-1;0;"unk";"no"
"1152";44;"adm";"marr";"sec";"no";25;"no";"no";3;"nov";289;1;-1;0;"unk";"yes"
"1154";41;"mana";"div";"ter";"no";369;"yes";"no";22;"aug";9;3;-1;0;"unk";"no"
"1155";47;"adm";"marr";"sec";"no";1934;"no";"yes";14;"may";225;1;364;1;"fail";"no"
"1156";32;"tech";"sing";"ter";"no";259;"no";"no";22;"jul";407;4;-1;0;"unk";"no"
"1157";38;"bcol";"marr";"sec";"no";284;"yes";"yes";3;"jun";1030;6;-1;0;"unk";"no"
"1158";55;"bcol";"marr";"unk";"no";23;"no";"no";13;"aug";123;2;-1;0;"unk";"no"
"1159";38;"mana";"sing";"ter";"no";1373;"no";"no";22;"oct";119;4;-1;0;"unk";"no"
"1160";31;"mana";"sing";"ter";"no";62;"yes";"no";18;"may";175;1;293;5;"fail";"no"
"1161";38;"bcol";"div";"sec";"no";157;"no";"no";9;"jun";299;5;-1;0;"unk";"no"
"1162";29;"unem";"sing";"ter";"no";991;"no";"no";5;"feb";563;1;-1;0;"unk";"no"
"1163";55;"serv";"marr";"sec";"no";186;"yes";"yes";9;"may";241;1;-1;0;"unk";"no"
"1164";74;"unem";"marr";"sec";"no";977;"yes";"no";4;"may";52;4;91;1;"oth";"no"
"1165";40;"semp";"sing";"ter";"no";2893;"no";"no";2;"jun";76;3;-1;0;"unk";"no"
"1166";59;"bcol";"marr";"sec";"no";1897;"yes";"yes";19;"nov";441;1;-1;0;"unk";"no"
"1167";32;"tech";"sing";"ter";"no";5514;"no";"no";22;"apr";319;1;182;1;"suc";"yes"
"1168";33;"bcol";"marr";"sec";"no";889;"yes";"no";18;"sep";13;1;373;6;"suc";"no"
"1169";33;"mana";"marr";"ter";"no";273;"yes";"no";16;"may";803;1;-1;0;"unk";"yes"
"1170";37;"adm";"marr";"sec";"no";1193;"no";"no";12;"may";396;2;-1;0;"unk";"no"
"1171";58;"mana";"marr";"ter";"no";2729;"no";"no";18;"jun";188;1;-1;0;"unk";"no"
"1173";42;"bcol";"marr";"sec";"no";23;"yes";"no";5;"jun";175;7;-1;0;"unk";"no"
"1174";44;"tech";"sing";"sec";"no";2729;"yes";"no";6;"apr";945;1;139;1;"suc";"no"
"1175";44;"mana";"marr";"ter";"no";317;"yes";"no";23;"may";162;3;-1;0;"unk";"no"
"1176";60;"hous";"marr";"prim";"no";517;"no";"no";12;"jun";1178;3;-1;0;"unk";"no"
"1177";50;"mana";"marr";"ter";"no";-47;"yes";"no";8;"may";506;2;170;3;"fail";"no"
"1178";28;"semp";"sing";"ter";"no";4579;"no";"no";12;"jan";409;2;-1;0;"unk";"yes"
"1179";27;"bcol";"div";"sec";"no";1;"yes";"no";14;"jul";116;3;-1;0;"unk";"no"
"1180";37;"mana";"marr";"ter";"no";516;"no";"no";30;"apr";244;1;-1;0;"unk";"yes"
"1181";31;"tech";"marr";"ter";"no";636;"yes";"no";4;"may";352;4;-1;0;"unk";"yes"
"1182";45;"serv";"marr";"sec";"no";176;"no";"no";12;"may";152;1;182;6;"suc";"yes"
"1183";38;"mana";"marr";"ter";"no";126;"yes";"no";21;"may";164;2;-1;0;"unk";"no"
"1184";32;"semp";"marr";"sec";"no";-33;"yes";"no";28;"may";234;3;-1;0;"unk";"no"
"1185";37;"tech";"marr";"sec";"no";43;"no";"no";27;"aug";154;4;-1;0;"unk";"no"
"1186";33;"adm";"marr";"sec";"no";-6;"yes";"no";7;"may";566;2;-1;0;"unk";"no"
"1187";71;"tech";"marr";"ter";"no";383;"no";"no";27;"oct";327;2;183;3;"suc";"no"
"1188";27;"tech";"marr";"sec";"no";13;"yes";"no";7;"may";265;3;-1;0;"unk";"no"
"1189";38;"bcol";"marr";"prim";"no";2569;"no";"no";9;"jun";172;1;-1;0;"unk";"no"
"1190";30;"tech";"sing";"sec";"no";21;"no";"no";22;"jul";257;2;-1;0;"unk";"no"
"1192";30;"bcol";"marr";"sec";"no";6;"yes";"no";28;"jan";241;3;-1;0;"unk";"no"
"1193";31;"ent";"sing";"sec";"no";475;"no";"yes";21;"jul";936;4;-1;0;"unk";"no"
"1194";33;"bcol";"sing";"sec";"no";76;"yes";"no";7;"apr";329;1;322;1;"fail";"no"
"1195";36;"mana";"marr";"sec";"no";1825;"yes";"no";14;"may";24;1;346;1;"fail";"no"
"1196";59;"semp";"marr";"ter";"no";185;"no";"no";22;"jun";177;5;138;1;"fail";"no"
"1197";72;"bcol";"marr";"prim";"no";4415;"no";"no";13;"oct";120;1;-1;0;"unk";"no"
"1198";64;"mana";"marr";"ter";"no";679;"no";"no";22;"apr";135;3;-1;0;"unk";"no"
"1199";58;"tech";"div";"sec";"no";32;"no";"no";9;"jul";175;1;-1;0;"unk";"no"
"1200";42;"mana";"sing";"ter";"no";2988;"yes";"no";25;"may";179;1;-1;0;"unk";"no"
"1201";58;"semp";"marr";"sec";"no";147;"yes";"no";30;"may";58;1;-1;0;"unk";"no"
"1202";40;"tech";"marr";"sec";"no";127;"no";"no";17;"apr";342;2;-1;0;"unk";"no"
"1203";41;"serv";"div";"sec";"no";654;"yes";"no";13;"may";139;2;-1;0;"unk";"no"
"1204";48;"ret";"marr";"prim";"no";5173;"yes";"no";18;"jun";88;8;-1;0;"unk";"no"
"1205";44;"ent";"marr";"ter";"no";3463;"yes";"yes";28;"aug";210;3;-1;0;"unk";"no"
"1207";61;"mana";"marr";"ter";"no";616;"no";"no";2;"feb";670;3;-1;0;"unk";"yes"
"1208";36;"ent";"marr";"prim";"no";177;"yes";"no";12;"may";63;5;-1;0;"unk";"no"
"1209";28;"mana";"marr";"ter";"no";3694;"no";"yes";8;"jul";70;2;-1;0;"unk";"no"
"1210";58;"ret";"sing";"sec";"no";164;"no";"yes";4;"feb";72;6;274;4;"fail";"no"
"1211";60;"adm";"div";"sec";"no";174;"yes";"no";15;"may";241;1;364;1;"fail";"no"
"1212";66;"adm";"sing";"sec";"no";1177;"no";"no";5;"may";272;4;-1;0;"unk";"no"
"1213";36;"mana";"sing";"ter";"no";49;"no";"no";28;"aug";207;8;98;1;"fail";"yes"
"1214";49;"semp";"marr";"sec";"no";2576;"yes";"no";15;"may";64;6;-1;0;"unk";"no"
"1216";23;"tech";"sing";"sec";"no";598;"no";"no";30;"apr";166;1;-1;0;"unk";"no"
"1217";29;"mana";"sing";"ter";"no";15459;"no";"no";26;"may";245;3;97;7;"suc";"no"
"1218";44;"bcol";"marr";"prim";"no";271;"yes";"yes";9;"may";94;1;-1;0;"unk";"no"
"1219";54;"unk";"marr";"unk";"no";258;"no";"no";20;"jun";34;8;-1;0;"unk";"no"
"1220";47;"bcol";"marr";"prim";"no";32;"no";"no";30;"jul";203;2;-1;0;"unk";"no"
"1221";33;"adm";"marr";"ter";"no";64;"no";"no";24;"jul";318;1;-1;0;"unk";"no"
"1222";30;"semp";"marr";"sec";"no";1772;"yes";"no";13;"apr";158;4;-1;0;"unk";"no"
"1223";27;"adm";"sing";"sec";"no";15;"no";"yes";21;"jul";177;1;-1;0;"unk";"no"
"1224";49;"mana";"div";"ter";"no";237;"yes";"yes";17;"nov";56;1;103;2;"oth";"no"
"1225";27;"serv";"sing";"sec";"no";21;"yes";"no";4;"jun";172;2;-1;0;"unk";"no"
"1226";51;"bcol";"marr";"sec";"no";16;"yes";"no";7;"may";136;1;359;1;"fail";"no"
"1227";32;"adm";"div";"sec";"yes";5;"yes";"yes";18;"may";82;3;363;2;"oth";"no"
"1228";30;"bcol";"sing";"sec";"no";75;"yes";"no";16;"may";123;1;-1;0;"unk";"no"
"1229";33;"adm";"marr";"sec";"no";492;"yes";"no";20;"nov";110;1;-1;0;"unk";"no"
"1230";27;"bcol";"sing";"prim";"no";-79;"yes";"no";30;"may";385;5;-1;0;"unk";"no"
"1231";75;"ret";"div";"sec";"no";1341;"no";"no";18;"dec";415;7;-1;0;"unk";"yes"
"1232";37;"serv";"div";"sec";"no";49;"yes";"no";2;"feb";73;1;-1;0;"unk";"no"
"1233";36;"tech";"sing";"sec";"no";1521;"yes";"no";16;"jun";243;2;-1;0;"unk";"no"
"1234";37;"bcol";"marr";"sec";"no";131;"yes";"no";9;"may";137;2;-1;0;"unk";"no"
"1235";52;"mana";"marr";"ter";"no";8;"yes";"no";23;"may";55;4;-1;0;"unk";"no"
"1236";32;"serv";"marr";"sec";"no";-632;"yes";"yes";20;"apr";18;5;-1;0;"unk";"no"
"1237";32;"adm";"sing";"sec";"no";116;"no";"yes";16;"jul";255;2;-1;0;"unk";"no"
"1238";33;"adm";"marr";"prim";"no";189;"yes";"no";11;"may";95;1;-1;0;"unk";"no"
"1239";31;"bcol";"marr";"prim";"no";2;"yes";"yes";10;"jul";112;1;-1;0;"unk";"no"
"1240";28;"bcol";"sing";"sec";"no";4229;"yes";"yes";5;"may";205;2;-1;0;"unk";"no"
"1241";27;"serv";"marr";"sec";"no";54;"yes";"no";18;"may";97;1;370;1;"fail";"no"
"1242";22;"stu";"sing";"unk";"no";549;"no";"no";2;"sep";154;1;-1;0;"unk";"no"
"1243";20;"bcol";"marr";"prim";"no";298;"yes";"no";13;"may";135;2;370;2;"fail";"no"
"1244";69;"ret";"marr";"prim";"no";579;"no";"no";14;"aug";230;1;-1;0;"unk";"no"
"1245";37;"ent";"sing";"ter";"no";1467;"yes";"yes";17;"nov";349;1;-1;0;"unk";"no"
"1247";47;"mana";"marr";"ter";"no";19;"yes";"no";22;"jul";268;1;-1;0;"unk";"no"
"1248";52;"mana";"marr";"ter";"no";-11;"yes";"no";11;"may";94;4;-1;0;"unk";"no"
"1249";33;"serv";"marr";"sec";"no";9;"yes";"no";28;"jul";263;2;-1;0;"unk";"no"
"1250";60;"bcol";"marr";"prim";"no";493;"no";"no";18;"aug";671;4;-1;0;"unk";"yes"
"1251";33;"mana";"div";"sec";"no";1897;"yes";"yes";2;"jun";197;1;-1;0;"unk";"no"
"1252";44;"adm";"marr";"sec";"no";243;"yes";"no";28;"jan";180;2;-1;0;"unk";"no"
"1253";38;"ent";"marr";"sec";"no";868;"no";"no";20;"nov";452;2;-1;0;"unk";"no"
"1254";54;"ent";"marr";"sec";"no";653;"yes";"no";15;"may";352;1;-1;0;"unk";"no"
"1257";55;"serv";"div";"sec";"no";218;"yes";"no";29;"may";200;2;-1;0;"unk";"no"
"1258";51;"bcol";"marr";"prim";"no";55;"no";"yes";16;"jun";75;7;-1;0;"unk";"no"
"1259";48;"bcol";"marr";"sec";"no";741;"yes";"no";16;"apr";227;1;-1;0;"unk";"no"
"1260";37;"serv";"sing";"sec";"no";15;"yes";"no";3;"feb";586;3;-1;0;"unk";"no"
"1261";33;"serv";"sing";"sec";"no";-56;"no";"yes";10;"jul";119;5;-1;0;"unk";"no"
"1262";30;"bcol";"marr";"prim";"no";1;"yes";"yes";22;"jul";80;2;-1;0;"unk";"no"
"1263";43;"bcol";"marr";"prim";"no";-98;"yes";"yes";12;"may";112;2;330;3;"oth";"no"
"1264";49;"tech";"marr";"sec";"no";4667;"yes";"no";19;"may";130;2;-1;0;"unk";"no"
"1265";54;"unem";"marr";"prim";"no";541;"yes";"no";3;"feb";237;3;-1;0;"unk";"no"
"1266";31;"unem";"marr";"ter";"no";7744;"no";"no";26;"aug";377;8;-1;0;"unk";"no"
"1267";54;"unk";"marr";"unk";"no";895;"no";"no";7;"oct";335;1;-1;0;"unk";"yes"
"1268";36;"unem";"marr";"sec";"no";-129;"yes";"no";29;"jul";121;3;-1;0;"unk";"no"
"1270";27;"tech";"sing";"sec";"no";158;"no";"no";1;"jul";650;2;-1;0;"unk";"yes"
"1271";30;"adm";"marr";"sec";"no";122;"yes";"no";16;"may";107;1;-1;0;"unk";"no"
"1272";30;"bcol";"marr";"sec";"no";673;"yes";"no";20;"may";610;2;-1;0;"unk";"no"
"1274";33;"serv";"div";"sec";"no";411;"yes";"no";8;"may";216;1;-1;0;"unk";"no"
"1275";43;"bcol";"div";"prim";"no";-97;"yes";"yes";31;"jul";747;4;-1;0;"unk";"no"
"1276";41;"bcol";"marr";"sec";"no";-217;"yes";"no";11;"may";313;1;349;3;"oth";"no"
"1277";41;"mana";"div";"ter";"no";537;"no";"no";23;"apr";252;9;185;5;"oth";"yes"
"1278";46;"adm";"div";"sec";"no";2232;"no";"no";13;"feb";121;1;-1;0;"unk";"yes"
"1279";54;"bcol";"marr";"sec";"no";-932;"yes";"no";7;"may";799;1;-1;0;"unk";"no"
"1280";32;"mana";"marr";"ter";"no";913;"yes";"no";23;"jun";883;1;674;4;"fail";"no"
"1281";30;"tech";"sing";"ter";"no";236;"yes";"no";16;"may";197;1;-1;0;"unk";"no"
"1283";30;"bcol";"marr";"prim";"no";2581;"no";"no";12;"may";221;2;-1;0;"unk";"no"
"1284";27;"adm";"marr";"sec";"no";639;"no";"yes";14;"jul";243;3;-1;0;"unk";"no"
"1285";41;"bcol";"marr";"prim";"no";849;"yes";"no";15;"may";72;1;-1;0;"unk";"no"
"1286";54;"serv";"marr";"sec";"no";386;"yes";"no";2;"aug";155;2;-1;0;"unk";"no"
"1287";32;"mana";"sing";"ter";"no";1218;"yes";"no";28;"jan";70;2;-1;0;"unk";"no"
"1288";31;"mana";"marr";"ter";"no";263;"yes";"no";11;"feb";280;4;-1;0;"unk";"yes"
"1289";42;"bcol";"marr";"sec";"no";-921;"yes";"no";26;"may";115;2;-1;0;"unk";"no"
"1290";48;"adm";"marr";"prim";"no";67;"no";"no";20;"jun";29;2;-1;0;"unk";"no"
"1291";32;"bcol";"marr";"prim";"no";79;"yes";"no";14;"may";406;2;-1;0;"unk";"no"
"1292";55;"tech";"div";"sec";"no";61;"yes";"yes";25;"aug";113;3;-1;0;"unk";"no"
"1293";49;"tech";"marr";"sec";"no";191;"no";"no";30;"jul";47;2;-1;0;"unk";"no"
"1294";46;"mana";"div";"ter";"no";743;"no";"no";5;"jun";36;2;-1;0;"unk";"no"
"1295";47;"ent";"marr";"unk";"no";29;"yes";"no";6;"may";135;2;-1;0;"unk";"no"
"1296";36;"mana";"sing";"ter";"no";172;"no";"no";3;"jul";67;2;-1;0;"unk";"no"
"1297";58;"ent";"marr";"sec";"no";2;"no";"no";16;"jun";684;1;-1;0;"unk";"no"
"1298";32;"mana";"sing";"ter";"no";41;"no";"no";21;"aug";686;5;-1;0;"unk";"yes"
"1299";25;"stu";"sing";"sec";"no";1116;"yes";"no";2;"mar";170;3;-1;0;"unk";"no"
"1300";49;"bcol";"marr";"sec";"no";-55;"no";"no";17;"jun";150;3;-1;0;"unk";"no"
"1301";59;"ret";"div";"sec";"no";5845;"no";"no";14;"may";1060;2;-1;0;"unk";"yes"
"1302";30;"mana";"sing";"ter";"no";329;"yes";"no";6;"jun";122;16;-1;0;"unk";"no"
"1303";46;"bcol";"marr";"sec";"no";494;"yes";"no";26;"may";724;1;-1;0;"unk";"no"
"1304";42;"mana";"marr";"unk";"no";1519;"no";"no";19;"oct";230;1;92;1;"suc";"yes"
"1305";37;"ent";"marr";"ter";"no";2685;"no";"no";20;"jun";187;2;-1;0;"unk";"no"
"1306";44;"bcol";"marr";"prim";"no";-14;"yes";"yes";19;"may";179;4;-1;0;"unk";"no"
"1307";49;"serv";"marr";"sec";"no";5673;"no";"yes";4;"aug";357;3;-1;0;"unk";"no"
"1308";41;"bcol";"marr";"sec";"no";1459;"no";"no";5;"jun";82;1;-1;0;"unk";"no"
"1310";31;"mana";"marr";"sec";"no";625;"yes";"no";7;"apr";424;1;138;1;"fail";"no"
"1312";51;"serv";"marr";"sec";"no";867;"yes";"no";3;"feb";177;2;211;3;"fail";"no"
"1313";80;"ret";"marr";"sec";"no";834;"no";"no";9;"jun";712;1;64;12;"fail";"yes"
"1314";32;"mana";"sing";"ter";"no";151;"yes";"no";6;"may";118;1;-1;0;"unk";"no"
"1315";48;"serv";"marr";"prim";"yes";-583;"yes";"no";2;"jun";25;7;-1;0;"unk";"no"
"1316";49;"bcol";"marr";"ter";"no";1784;"no";"no";12;"jun";753;1;-1;0;"unk";"no"
"1317";30;"mana";"marr";"ter";"no";3134;"yes";"no";17;"jul";124;1;-1;0;"unk";"no"
"1318";27;"semp";"sing";"sec";"no";49;"yes";"no";30;"jan";208;2;-1;0;"unk";"no"
"1319";30;"tech";"marr";"sec";"no";-346;"no";"no";13;"aug";136;4;-1;0;"unk";"no"
"1320";49;"mana";"marr";"sec";"no";1623;"yes";"no";19;"nov";1081;2;-1;0;"unk";"yes"
"1321";48;"mana";"marr";"ter";"no";6;"no";"no";7;"may";376;2;339;7;"fail";"no"
"1322";40;"serv";"marr";"sec";"no";17;"no";"no";4;"jun";78;1;-1;0;"unk";"no"
"1323";38;"bcol";"marr";"sec";"no";28;"yes";"no";18;"nov";354;1;-1;0;"unk";"no"
"1324";46;"bcol";"marr";"prim";"no";91;"yes";"no";6;"may";29;1;356;2;"fail";"no"
"1325";41;"ent";"marr";"ter";"no";171;"yes";"no";19;"nov";209;1;191;4;"fail";"no"
"1326";28;"mana";"sing";"ter";"no";127;"yes";"no";14;"may";433;1;-1;0;"unk";"no"
"1327";51;"serv";"marr";"unk";"no";581;"yes";"no";29;"may";147;2;-1;0;"unk";"no"
"1328";33;"bcol";"div";"prim";"no";142;"yes";"no";11;"may";41;2;300;5;"fail";"no"
"1329";26;"mana";"sing";"ter";"no";25;"no";"no";26;"may";111;1;-1;0;"unk";"no"
"1330";31;"adm";"sing";"sec";"no";852;"no";"no";14;"apr";108;2;-1;0;"unk";"no"
"1331";27;"bcol";"marr";"sec";"yes";-584;"yes";"no";7;"may";411;2;-1;0;"unk";"no"
"1332";42;"semp";"marr";"sec";"no";97;"no";"no";10;"jul";108;2;-1;0;"unk";"no"
"1333";45;"adm";"marr";"sec";"no";24;"yes";"no";3;"jun";224;2;-1;0;"unk";"yes"
"1334";31;"tech";"sing";"sec";"no";628;"yes";"no";12;"may";1083;2;-1;0;"unk";"no"
"1335";32;"mana";"sing";"ter";"no";311;"no";"no";12;"may";757;2;-1;0;"unk";"yes"
"1336";39;"bcol";"marr";"prim";"no";1564;"no";"no";17;"jun";57;1;-1;0;"unk";"no"
"1337";26;"bcol";"sing";"sec";"no";856;"yes";"yes";30;"jul";95;5;-1;0;"unk";"no"
"1338";40;"mana";"sing";"ter";"no";159;"no";"no";15;"mar";144;2;124;1;"fail";"no"
"1339";52;"serv";"marr";"sec";"no";-888;"no";"no";16;"jul";135;1;-1;0;"unk";"no"
"1340";40;"tech";"sing";"ter";"no";226;"no";"no";15;"jan";176;2;-1;0;"unk";"no"
"1341";48;"tech";"marr";"sec";"no";127;"no";"yes";7;"aug";524;5;-1;0;"unk";"no"
"1342";31;"serv";"marr";"sec";"no";413;"yes";"no";13;"may";65;1;-1;0;"unk";"no"
"1343";27;"adm";"marr";"sec";"no";71;"yes";"yes";6;"may";653;1;334;2;"suc";"yes"
"1344";47;"tech";"marr";"sec";"no";1233;"yes";"no";11;"sep";91;1;100;2;"oth";"yes"
"1345";28;"mana";"sing";"sec";"no";171;"no";"no";10;"mar";93;1;-1;0;"unk";"yes"
"1346";40;"mana";"div";"ter";"no";69;"yes";"no";6;"may";503;2;280;2;"fail";"no"
"1347";42;"adm";"marr";"sec";"no";1499;"yes";"no";13;"apr";186;1;327;2;"fail";"no"
